,videoID,author,published_at,updated_at,like_count,text
212,7devgjUP2pY,@lindsayrizzo9890,2020-12-16T18:02:34Z,2020-12-16T18:02:34Z,5,"Hey Carl! We here at Fort Myers High School love you! We look forward to hearing you every class! Thank you for informing us of the daily news. Please shout us out, it would mean the world! - Fort Myers High School"
213,7devgjUP2pY,@itztaye,2021-01-14T19:17:11Z,2021-01-14T19:17:11Z,0,"pls notice rudyard high school in michigan, teachers work very hard as well with the students especially with all this covid stuff going on, we watch you every day! a shoutout would mean a lot to us :)"
214,7devgjUP2pY,@notjazmin7163,2020-12-16T21:05:29Z,2020-12-16T21:05:29Z,0,"Wedgwood Middle from Fort Worth, Texas!!! Subscribed and turned on notifications, let’s go warriors!!!"
215,_ADJIiEv1Ts,@rich2rock,2024-02-09T22:29:40Z,2024-02-09T22:29:40Z,0,Why not pay workers enough to live in on with enough to save just rich people. You can&#39;t save if you don&#39;t make more than the cost of living. Trickle down economics did not work.
216,TNi9KV61ir0,@lethu7570,2021-10-10T22:22:15Z,2021-10-10T22:22:15Z,0,Very good and funny videos bring a great sense of entertainment!
217,TNi9KV61ir0,@moodbit,2020-01-02T18:24:49Z,2020-01-02T18:25:10Z,1,Great Vid! AI and Tech are here to potentialize our talents not to replace them
218,TNi9KV61ir0,@HeatherWhiteman,2019-04-04T18:30:51Z,2019-04-04T18:30:51Z,0,Great video! I am sure this will be a fantastic course given the expertise of the team involved in creating it!
219,TNi9KV61ir0,@MrAB-xc9du,2024-04-12T04:19:56Z,2024-04-12T04:19:56Z,0,Probably the would be no HR except AI and integrated systems as per organisation goals or objectives. All other things would be vanished however there is constant questions marks on socioeconomic future of humanity and the Human rights needs to be addressed?
220,TNi9KV61ir0,@MNRamanujam,2023-06-23T17:02:53Z,2023-06-23T17:02:53Z,0,"Interesting survey numbers, clearly the last two survey seems to be given in haste as there is a sort of fear and just ignoring the critical change that&#39;s ahead."
221,TNi9KV61ir0,@EverythingHR,2022-06-02T18:21:19Z,2022-06-02T18:21:19Z,0,The only way to build a business during the Great Recession is to be resilient and innovative.
222,TNi9KV61ir0,@billybbob18,2023-05-16T15:03:54Z,2023-05-16T15:03:54Z,2,"I&#39;m so thankful that some HR ditz wont be asking me what my favorite color is in a job interview. The age of the office is going the way of the dodo. Thank God for the destruction of the most useless job position in any business. I honestly hope AI will replace all of your jobs. When Elon Musk took over Twitter, he fired 80% of the employees and now it&#39;s better than ever. They were able to get rid of entire office buildings because most of the jobs there were useless and redundant."
223,TNi9KV61ir0,@saranyasam2332,2022-08-03T13:00:58Z,2022-08-03T13:00:58Z,0,"Learn more about the benefits of AI in performance management and how HR tech be leveraged to provide an optimal employee experience with this handcrafted blog article!  <a href=""https://www.peoplehum.com/blog/scope-of-ai-in-performance-management"">https://www.peoplehum.com/blog/scope-of-ai-in-performance-management</a>"
224,dhg1NPqB_60,@dhumketu0240,2023-05-04T12:33:50Z,2023-05-04T12:34:12Z,7,AI should first replace all jounalist and media. They are real culprit to spread haterate.
225,dhg1NPqB_60,@stormtrooper2170,2023-05-04T13:44:14Z,2023-05-04T13:44:14Z,3,Waiting for that time to sit back n relax..👈😊🤪
226,dhg1NPqB_60,@davidantony4706,2024-03-31T13:05:47Z,2024-03-31T13:05:47Z,0,"THE  COMPENSATION MONEY THAT I WAS EXPECTING FOR SEVEN MONTHS, HAVE NOW CROSSED  ONE LAKH CRORES......"
227,dhg1NPqB_60,@davidantony4706,2024-03-20T21:42:34Z,2024-03-20T21:42:34Z,0,ARE  YOU   SOMEWHERE  FEELING  LONELY  OR  IS SOMEONE  LOVING. YOU..... 💞💞💞
228,dhg1NPqB_60,@davidantony4706,2024-04-14T15:12:04Z,2024-04-14T15:12:04Z,0,METALLICA -  FADE TO BLACK -  ELECTRIC GUITAR COVER BY KFIR OCHAION.... FIRST VIDEO
229,dhg1NPqB_60,@zeeshan5643,2023-05-04T12:52:22Z,2023-05-04T12:52:22Z,2,I don&#39;t want AI to replace you!
230,dhg1NPqB_60,@joshuadaniel7135,2023-05-04T20:37:43Z,2023-05-04T20:37:43Z,3,In case and when it happens I believe India would suffer the most damages.
231,dhg1NPqB_60,@MyAssReeks,2023-05-04T12:21:34Z,2023-05-04T12:21:34Z,3,Host 😍
232,dhg1NPqB_60,@stevefarmer3671,2023-05-04T20:57:05Z,2023-05-04T20:57:05Z,0,At 1 million $$$$$$ a pop I don&#39;t think so !
233,dhg1NPqB_60,@HardKore5250,2023-06-07T16:56:41Z,2023-06-07T16:56:41Z,0,3900 jobs lost to ai this month first in history!
234,dhg1NPqB_60,@thevks7,2023-06-16T03:37:06Z,2023-06-16T03:37:06Z,0,Even journalists 😂
235,dhg1NPqB_60,@davidantony4706,2024-03-20T21:41:40Z,2024-03-20T21:41:40Z,0,🌷🌷🌷🌹🌹🌹🍎🍎🍎🍓🍓🍓🍒🍒🍒
236,dhg1NPqB_60,@EmiliosFather,2023-05-04T12:20:02Z,2023-05-04T12:20:02Z,0,😮😦🤤😍🥰😘😚😮‍💨
237,dhg1NPqB_60,@davidantony4706,2024-04-02T11:26:51Z,2024-04-02T11:26:51Z,0,🐿️🐿️🐿️🐹🐹🐹🐨🐨🐨🐼🐼🐼🐻🐻🐻
238,dhg1NPqB_60,@Supersatan666davil,2023-05-04T12:23:31Z,2023-05-04T12:23:31Z,2,AI?<br><br>Can be made to shut up!<br><br>Never underestimate the human brain!
239,KqUrfJWGrxA,@jamesschrader8667,2023-08-07T03:30:47Z,2023-08-07T03:30:47Z,0,First
240,U9ANtZoK3H0,@lastChang,2023-12-30T04:04:56Z,2023-12-30T04:04:56Z,3,I used artificial intelligence ChatGPT to fact-check what the Chinese 🇨🇳 regime claimed.<br>- The <b>fail rate</b> of their claims was almost 100%.
241,U9ANtZoK3H0,@gabrielascantlebury899,2023-12-30T05:32:59Z,2023-12-30T05:32:59Z,4,This is the beginning of our end.
242,U9ANtZoK3H0,@canadaclub8920,2023-12-30T05:29:05Z,2023-12-30T05:29:05Z,1,"before the golden egg was the atomic bomb, now its general AI, interesting to see when that genie is out of the bottle."
243,U9ANtZoK3H0,@sergeikhripun,2023-12-30T05:56:04Z,2023-12-30T05:56:04Z,1,“You’ll own nothing and be happy” - WEF
244,U9ANtZoK3H0,@patrickcowan8701,2023-12-30T07:10:33Z,2023-12-30T07:10:33Z,0,Just remember.  The.A stands for artificial.
245,U9ANtZoK3H0,@johnjylanne7100,2023-12-30T07:36:48Z,2023-12-30T07:36:48Z,0,AI might almost be as big as 3D printing.  OMG.
246,U9ANtZoK3H0,@ArabicReja973,2023-12-30T04:17:59Z,2023-12-30T04:17:59Z,2,"Xi Jinping said publicly that he welcomed US Artificial Intelligence tech into China.<br>But ChatGPT asserts that he&#39;s a <b>genocide mastermind,</b> and Taiwan is an <b>independent country.</b> Lol"
247,U9ANtZoK3H0,@BUY_YOUTUB_VIEWS.846,2023-12-30T15:40:31Z,2023-12-30T15:40:31Z,0,I&#39;ve bookmarked this video for whenever I need a positivity boost.
248,U9ANtZoK3H0,@AllRequired,2023-12-30T22:57:29Z,2023-12-30T22:57:29Z,0,"I can think of one area where <b>artificial intelligence</b> would be 100 percent advantageous with zero disadvantages whatsoever: television and film acting.<br><br>You save a giga-fortune on food, clothes, props, styling, and temper tantrums.  And they won&#39;t unionize, either."
249,U9ANtZoK3H0,@Jonnyx180,2023-12-30T19:29:42Z,2023-12-30T19:29:42Z,0,The guy walking replicating got my stomach lol
250,U9ANtZoK3H0,@EndofDays-7777,2023-12-30T19:43:47Z,2023-12-30T19:43:47Z,0,AI = the image of the Beast.
251,U9ANtZoK3H0,@EndofDays-7777,2023-12-30T19:43:14Z,2023-12-30T19:43:14Z,0,"After studying and interacting with AI for a full year , Jordan Peterson has concluded AI LIES 20% of the time . <br>Think about that ."
252,U9ANtZoK3H0,@AlgoNudger,2023-12-30T04:02:59Z,2023-12-30T04:02:59Z,0,"Hypes are everywhere, nowadays! 🤭"
253,U9ANtZoK3H0,@Trythis837,2023-12-30T18:15:22Z,2023-12-30T18:15:22Z,1,Hopefully it makes nerds losers again.
254,U9ANtZoK3H0,@Bright123-fp3jl,2024-01-01T11:59:22Z,2024-01-01T11:59:22Z,0,"★: I believe we are meant to be like Jesus in our hearts and not in our flesh. But be careful of AI, for it knows only things of the flesh such as our fleshly desires and cannot comprehend things of the spirit such as true love and eternal joy that comes from obeying God&#39;s Word. Man is a spirit and has a soul but lives in a body which is flesh. When you go to bed it is the flesh that sleeps, but your spirit never sleeps and that is why you have dreams, unless you have died in peace physically. More so, true love that endures and last is a thing of the heart. When I say &#39;heart&#39;, I mean &#39;spirit&#39;. But fake love, pretentious love, love with expectations, love for classic reasons, love for material reasons and love for selfish reasons those are things of the flesh. In the beginning God said let us make man in our own image, according to our likeness. Take note, God is Spirit and God is Love. As Love He is the source of it. We also know that God is Omnipotent, for He creates out of nothing and He has no beginning and has no end. That means, our love is but a shadow of God&#39;s Love. True love looks around to see who is in need of your help, your smile, your possessions, your money, your strength, your quality time. Love forgives and forgets. Love wants for others what it wants for itself. However, true love works in conjunction with other spiritual forces such as patience and faith - in the finished work of our Lord and Savior, Jesus Christ, rather than in what man has done such as science, technology and organizations which won&#39;t last forever. To avoid sin and error which leads to the death of your body and your spirit-soul in hell fire (second death), you must make God&#39;s Word the standard for your life, not AI. If not, God will let you face AI on your own (with your own strength) and it will cast the truth down to the ground, it will be the cause of so much destruction like never seen before, it will deceive many and take many captive in order to enslave them into worshipping it and abiding in lawlessness. We can only destroy ourselves but with God all things are possible. God knows us better because He is our Creater and He knows our beginning and our end. The prove texts can be found in the book of John 5:31-44, 2 Thessalonians 2:1-12, Daniel 2, Daniel 7-9, Revelation 13-15, Matthew 24-25 and Luke 21.<br><br><b>HOW TO MAKE GOD&#39;S WORD THE STANDARD FOR YOUR LIFE?</b><br>You must read your Bible slowly, attentively and repeatedly, having this in mind that Christianity is not a religion but a Love relationship. It is measured by the love you have for God and the love you have for your neighbor. Matthew 5:13 says, &quot;You are the salt of the earth; but if the salt loses its flavor, how shall it be seasoned? It is then good for nothing but to be thrown out and trampled underfoot by men.&quot; Our spirits can only be purified while in the body (while on earth) but after death anything unpurified (unclean) cannot enter Heaven Gates. Blessed are the pure in heart, for they shall see God (Matthew 5:8). No one in his right mind can risk or even bare to put anything rotten into his body nor put the rotten thing closer to the those which are not rotten. Sin makes the heart unclean but you can ask God to forgive you, to save your soul, to cleanse you of your sin, to purify your heart by the blood of His Son, our Lord and Savior, Jesus Christ which He shed here on earth because Isaiah 53:5 says, &quot;But He was wounded for our transgressions, He was bruised for our iniquities; the chastisement for our peace was upon Him, and by His stripes we are healed&quot;. Meditation in the Word of God is a visit to God because God is in His Word. We know God through His Word because the Word He speaks represent His heart&#39;s desires. Meditation is a thing of the heart, not a thing of the mind. Thinking is lower level while meditation is upper level. You think of your problems, your troubles but inorder to meditate, you must let go of your own will, your own desires, your own ways and let the Word you read prevail over thinking process by thinking of it more and more, until the Word gets into your blood and gains supremacy over you. That is when meditation comes - naturally without forcing yourself, turning the Word over and over in your heart. You can be having a conversation with someone while meditating in your heart - saying &#39;Thank you, Jesus...&#39; over and over in your heart. But it is hard to meditate when you haven&#39;t let go of offence and past hurts. Your pain of the past, leave it for God, don&#39;t worry yourself, Jesus is alive, you can face tomorrow, He understands what you are passing through today. Begin to meditate on this prayer day and night (in all that you do), &quot;Lord take more of me and give me more of you. Give me more of your holiness, faithfulness, obedience, self-control, purity, humility, love, goodness, kindness, joy, patience, forgiveness, wisdom, understanding, calmness, perseverance... Make me a channel of shinning light where there is darkness, a channel of pardon where there is injury, a channel of love where there is hatred, a channel of humility where there is pride...&quot; The Word of God becomes a part of us by meditation, not by saying words but spirit prayer (prayer from the heart). When the Word becomes a part of you, it will by its very nature influence your conduct and behavior. Your bad habits, you will no longer have the urge to do them. You will think differently, dream differently, act differently and talk differently - if something does not qualify for meditation, it does not qualify for conversation. <br><br><b>THE BATTLE BETWEEN LIGHT AND DARKNESS (GOOD AND EVIL)</b><br>Heaven is God&#39;s throne and the dwelling place for God&#39;s angels and the saints. Hell was meant for the devil (satan) and the fallen angels. Those who torture the souls in hell are demons (unclean spirits). Man&#39;s spirit is a free moral agent. You can either yield yourself to God or to the devil because God has given us discretion. If one thinks he possesses only his own spirit, he is lying to himself and he is already in the dark. God is light while the devil is darkness. Light (Holy Spirit) and darkness (evil spirit) cannot stay together in a man&#39;s body. God is Love (Love is light) and where there is no love is hell, just as where there is no light is darkness. The one you yield yourself to, you will get his reward. The reward of righteousness to man&#39;s spirit is life (abundant life) and the reward of sin to man&#39;s spirit is death. Sin and satan are one and the same. Whatever sin can cause, satan also can cause. Sin is what gives the devil dominion or power over man&#39;s spirit. When God&#39;s Word becomes a part of you, sin power over you is broken, you become the righteousness of God through Christ Jesus. Where Jesus is, you are and when He went (to the Father), you went. In the book of John 8:42-47, Jesus said to them, “If God were your Father, you would love Me, for I proceeded forth and came from God; nor have I come of Myself, but He sent Me. Why do you not understand My speech? Because you are not able to listen to My word. You are of your father the devil, and the desires of your father you want to do. He was a murderer from the beginning, and does not stand in the truth, because there is no truth in him. When he speaks a lie, he speaks from his own resources, for he is a liar and the father of it. Which of you convicts Me of sin? And if I tell the truth, why do you not believe Me? He who is of God hears God’s words; therefore you do not hear, because you are not of God.” My prayer is, &quot;May God bless His Word in the midst of your heart.&quot; Glory and honour be to God our Father, our Lord and Savior Jesus Christ and our Helper the Holy Spirit. Watch and pray!... Thank you for your time and may God bless you as you share this message with others."
255,U9ANtZoK3H0,@FranklinFleming-lm1yu,2023-12-30T04:26:08Z,2023-12-30T04:26:08Z,2,Only klaus and friend ls are allowed to have a.i pleb.  Eay zee bugz
256,jenEIBcxImE,@user-op1hd6cr4p,2024-04-09T09:38:55Z,2024-04-09T09:38:55Z,2,omggg thank you so muh you helped me  pass my english test i got a 8.7 out of 10 because of uuuuuu
257,jenEIBcxImE,@seungminslays7,2023-12-11T20:35:09Z,2023-12-11T20:35:09Z,1,"Great video, very helpful for my essay!!"
258,jenEIBcxImE,@baubaubinks4885,2023-11-28T08:27:56Z,2023-11-28T08:27:56Z,3,is that a video made by AI ?
259,jenEIBcxImE,@gowrir6686,2024-03-15T07:38:16Z,2024-03-15T07:38:16Z,2,I am going to lose my job today because of AI 😭😭😭
260,jenEIBcxImE,@SalmanKhan-hu7oy,2023-07-19T20:58:09Z,2023-07-19T20:58:09Z,1,Such An informative video  👌
261,jenEIBcxImE,@SHEIKH428,2024-01-29T12:27:40Z,2024-01-29T12:27:40Z,1,Very good 💯 😊+ 🤖
262,jenEIBcxImE,@dharavathvinodha359,2023-05-04T16:01:40Z,2023-05-04T16:01:40Z,1,It was very helpful to me
263,jenEIBcxImE,@gwbarrelyt762,2023-05-08T01:32:28Z,2023-05-08T01:32:28Z,1,Thanks
264,jenEIBcxImE,@WAS.RAYYYYY,2023-11-06T06:47:15Z,2023-11-06T06:47:15Z,0,1 more point to be added - common sense
265,jenEIBcxImE,@wayneotieno,2023-02-23T12:53:20Z,2023-02-23T12:53:20Z,2,🌋
266,jenEIBcxImE,@immortallife1394,2023-05-24T14:28:42Z,2023-05-24T14:28:42Z,9,I was having adebait now I am free
267,jenEIBcxImE,@maximealmt7954,2023-11-28T08:28:09Z,2023-11-28T08:28:09Z,0,t&#39;as fait la vid avec une IA espece d&#39;enflure
268,jenEIBcxImE,@jihaneboudaa1441,2023-12-12T14:18:52Z,2023-12-12T14:18:52Z,0,❤❤❤
269,jenEIBcxImE,@shreydaksh2912,2023-12-19T02:09:06Z,2023-12-19T02:09:06Z,1,?😅
270,jenEIBcxImE,@Obv_NLS,2023-10-11T14:12:59Z,2023-10-11T14:12:59Z,1,"Thank you 😊, this is very useful and interesting information for me since I’m having a debate about this ❤"
271,jenEIBcxImE,@immortallife1394,2023-05-24T14:27:56Z,2023-05-24T14:27:56Z,2,Suiiiiiiiiiiiiiiiiiii
272,jenEIBcxImE,@maximealmt7954,2023-11-28T08:26:09Z,2023-11-28T08:26:09Z,0,reel
273,T37KsZ2fInE,@johnhenrey8964,2023-04-16T10:27:02Z,2023-04-16T10:27:02Z,0,"Simply put, AI replaces Fascism."
274,JJPWIiu-BUw,@Wanderer2035,2023-05-17T05:33:31Z,2023-05-17T18:32:01Z,327,"That long pause is basically him saying, “well there’s a 99% chance your kid is gonna get replaced by AI in the workforce and there’s nothing you can do about it” 🤣🤣"
275,JJPWIiu-BUw,@gwsgalatians51,2023-05-17T17:05:46Z,2023-05-17T17:05:46Z,58,This was the best question he asked during this interview.
276,JJPWIiu-BUw,@wurthit1239,2023-05-17T11:37:39Z,2023-05-17T11:37:39Z,143,“to some extent I have to have some deliberate suspension of disbelief in order to remain motivated”….I felt that.
277,JJPWIiu-BUw,@Neomi.,2023-05-17T00:11:32Z,2023-05-17T00:11:32Z,195,i like how elon doesn&#39;t rush his answers
278,JJPWIiu-BUw,@yodatwinkie,2023-05-17T00:09:04Z,2023-05-17T00:09:04Z,66,This was lowkey deep conversation 😅❤
279,JJPWIiu-BUw,@vadimilin1019,2023-05-17T06:58:03Z,2023-05-17T06:58:03Z,41,This is by far the most important question we all should be asking right now. We should also select/elect leaders who will help us find answers and increase odds of a positive outcome.
280,JJPWIiu-BUw,@ORACLEofRADICALWISDOM,2023-05-17T03:02:59Z,2023-05-17T03:02:59Z,10,Pausing before answering is a sign of INTELLIGENCE! 😉 😘😘
281,JJPWIiu-BUw,@rgeniec,2023-05-16T23:58:06Z,2023-05-16T23:58:06Z,45,Strong answer. I’m in the same boat with my kid about to go to college.
282,JJPWIiu-BUw,@jimcabrera2961,2023-05-17T18:00:23Z,2023-05-17T18:00:23Z,2,Great interview! Thoughtful conversation.
283,JJPWIiu-BUw,@bobbygunz9254,2023-05-26T00:34:10Z,2023-05-26T00:34:10Z,98,"Investing in various sources of income that are independent of the government should be the most essential thing on everyone&#39;s mind right now. especially in light of the global economic crisis at the moment. I have $560,000 sitting in savings searching for the best method to enter these markets. This is still an excellent moment to invest in equities, gold, silver, and digital currencies."
284,JJPWIiu-BUw,@sstteevveenn77,2023-05-17T04:04:34Z,2023-05-17T04:04:34Z,3,Short answer: bro we’re f’d lol 😭
285,JJPWIiu-BUw,@alexsteven.m6414,2023-06-06T23:01:37Z,2023-06-06T23:01:37Z,319,"It surprises me why everybody gets really worked up about inflation and inflation data. Inflation has always existed, and people have been using investments to beat the inflation. The stock market return, for example, always beats inflation. I heard of someone who invested $121k last October, and has grown the portfolio by more than $400k. I need recommendations that can give me similar return."
286,JJPWIiu-BUw,@macjames3289,2023-05-17T21:01:30Z,2023-05-17T21:01:30Z,4,"The most chilling answer, possibly in all of time"
287,JJPWIiu-BUw,@thelastwun,2023-05-22T23:19:48Z,2023-05-22T23:19:48Z,59,The thing I find most interesting about Elon ( Whether its intentional or not) are the deep pauses of thought where you can see his brain computing an answer. The truth is we don&#39;t give much thought to our actions or words nowadays no matter how small they are.
288,JJPWIiu-BUw,@flargosa,2023-05-17T00:08:49Z,2023-05-17T00:08:49Z,47,"Tough question, any job based on information knowledge the AI can do better eventually.  Lawyers, jobs like finance or accounting, programming, medical.  However,manual labor type jobs  humans do better, until better robots come out, which can work 24 hrs, 7 days a week, no healthcare insurance necessary. Then we are all in trouble."
289,JJPWIiu-BUw,@lily_ebt,2023-05-18T22:15:18Z,2023-05-18T22:15:18Z,12,"If I had children, I think the first I could think of to guide them correctly would be to keep a passion in mind and explore different possibilities to make money from it."
290,JJPWIiu-BUw,@ameliatah4107,2023-05-17T21:47:37Z,2023-05-17T21:47:37Z,3,Everyone is in denial about how aaI will impact society
291,JJPWIiu-BUw,@Goldsteinphoto,2023-05-17T01:52:56Z,2023-05-17T04:33:31Z,9,My answer is: try to be able to continuously be interested in learning new things. Creative ideas and creative innovative expressions will always be wanted.
292,JJPWIiu-BUw,@brendand.5161,2023-05-17T00:15:16Z,2023-05-17T00:15:16Z,3,Great question!!!
293,JJPWIiu-BUw,@johnprice1014,2023-05-17T21:19:21Z,2023-05-17T21:19:21Z,7,"From what ive seen with my daughter, people with asperger&#39;s think deeply and are honest in a way that &quot;normal&quot; people can&#39;t understand or makes them uncomfortable."
294,JJPWIiu-BUw,@RM-cm8hz,2023-05-17T01:30:38Z,2023-05-17T01:30:38Z,33,love Elon&#39;s answer as you can see AI robotics building vehicles in the background.
295,JJPWIiu-BUw,@strongbk,2023-05-17T08:13:20Z,2023-05-17T08:13:20Z,16,Protect Elon at all cost.
296,JJPWIiu-BUw,@futvol7,2023-05-31T01:30:44Z,2023-05-31T01:30:44Z,1,I love how he thinks and pauses before answering..
297,JJPWIiu-BUw,@cuiw197,2023-05-17T04:44:01Z,2023-05-17T04:44:01Z,0,Great question David
298,JJPWIiu-BUw,@jeanettebartosik9764,2023-05-17T01:31:57Z,2023-05-17T01:31:57Z,1,"Wow, CNBC uploaded this video 5+ Xs to<br>show not many people watching, or is it to<br>not allow messages to be circulated?? Or is it to generate ad revenue?"
299,JJPWIiu-BUw,@pranavgarg9374,2023-05-17T21:52:39Z,2023-05-17T21:52:39Z,2,That long pause was horrific 🥶🥶🥶🥶
300,JJPWIiu-BUw,@chalida1975,2023-08-10T00:09:03Z,2023-08-10T00:10:38Z,0,May you and everything be safe.Elon Musk.
301,JJPWIiu-BUw,@dgad87,2023-07-25T21:23:26Z,2023-07-25T21:24:31Z,1,"<a href=""https://www.youtube.com/watch?v=JJPWIiu-BUw&amp;t=25"">0:25</a> I love when he takes a long pause to think about his answer. All his genius intellect is 100 percent focused on answering that one question! Lol"
302,JJPWIiu-BUw,@jasenbourne1,2023-05-17T08:35:04Z,2023-05-17T08:35:04Z,1,"Elon, I call the AI I&#39;m working on &quot;Samaritan&quot;. 😉😇"
303,JJPWIiu-BUw,@RogueAI,2023-05-17T10:31:05Z,2023-05-17T10:31:05Z,10,"With the rate AI and robotics are advancing no job is guaranteed safe in 20 years, and many will be automated before then."
304,JJPWIiu-BUw,@harshitboss,2023-05-19T12:34:45Z,2023-05-19T12:34:45Z,16,"If a person like Elon Musk, who is the epitome of success in the 21st century, does not have a clear answer to this AI-career-related problem then we can be 100% sure it&#39;s way too scary ahead..."
305,JJPWIiu-BUw,@rigelb9025,2023-05-17T03:25:40Z,2023-05-18T10:17:41Z,8,He has to suspend his disbelief in order to remain motivated. I think there&#39;s your final answer.
306,JJPWIiu-BUw,@seanowens1006,2023-05-17T05:23:30Z,2023-05-17T05:23:30Z,4,"If i had that fellow&#39;s schedule, i believe i would be in a coma"
307,JJPWIiu-BUw,@KenLi0423,2023-12-07T02:00:52Z,2023-12-07T02:12:38Z,0,"We are a educational institute called Pley School. Can we do a translation into Mandarin and share with our parents?  This is a very impressive talk and just matches what we want to say to our parents.<br><br>Ps. The auto generated  Mandarin transcription is not correct… And there has been unauthorized version in Facebook video already. We don’t want to share the illegal version, so we hope to get your authority doing the transcription in Mandarin."
308,JJPWIiu-BUw,@juliamann2548,2023-05-29T15:20:49Z,2023-05-29T15:20:49Z,3,It’s as though he’d never thought about this before.
309,JJPWIiu-BUw,@marcuspickens25,2023-05-19T13:35:43Z,2023-05-19T13:35:43Z,1,Lol that long pause meant he haven&#39;t had any conversations with his kids on that
310,JJPWIiu-BUw,@Locksbyann,2023-05-17T01:15:22Z,2023-05-17T01:15:22Z,0,Got to love the long pause.
311,JJPWIiu-BUw,@GntlTch,2023-05-17T07:59:42Z,2023-10-26T23:24:52Z,2,For the full one hour interview: https://www.youtube.com/watch?v=PYGdm845lc8
312,JJPWIiu-BUw,@swoletech5958,2023-05-17T16:49:32Z,2023-05-17T16:49:32Z,5,Tell the kids to focus on being generalist and philosophers that are well read and studied that way they can have high amounts of creativity and ability to ask the AI the best questions in order to be able to extract the best answers and solutions. The AI’s mirror intelligence. The most well read creatives are already able to extract the most amount of abilities/intelligence/information from these Chatbots. Not just prompt engineering but mind engineering via cognitive architecture applications.
313,JJPWIiu-BUw,@LoveLove-gw2td,2023-05-29T16:42:21Z,2023-05-29T16:42:21Z,2,"The food industry where the distinct Human sense of Taste, Feel of Texture and Appetite is one field where the bots will be excluded from, because bots don&#39;t possess complex human digestive systems, don&#39;t Eat, they are not human, so they don&#39;t possess human articulate sense of taste and human complex sense of texture...Now I have to get back to making burritos, tortas and conchas..."
314,JJPWIiu-BUw,@snoopaka,2023-05-17T23:23:06Z,2023-05-17T23:23:06Z,1,This answer is scary. A lot of pivoting is needed!
315,JJPWIiu-BUw,@nymike06,2023-05-18T07:05:02Z,2023-05-18T07:05:02Z,2,Elon is wonderful!  Great man!
316,JJPWIiu-BUw,@Fizz-Pop,2023-06-11T21:38:00Z,2023-06-11T21:38:00Z,4,10 years. In 10 year AI will be in everything.  And I do mean everything. Its been in some things for years already. It just has now started to snowball. Life will never be the same. And we will watch the beggining of a new age.
317,JJPWIiu-BUw,@easylyt,2023-05-19T06:47:08Z,2023-05-19T06:47:08Z,2,"He should have ended the question with &quot;oh, and good luck paying the bills&quot;."
318,JJPWIiu-BUw,@humblebynature1589,2023-06-03T20:34:02Z,2023-06-03T20:34:02Z,5,The AI may teach human beings to be human again and just love one another
319,JJPWIiu-BUw,@Yourdeadmeat69,2023-05-17T13:53:18Z,2023-05-17T13:53:18Z,1,"Isaac Asimov&#39;s laws are as follows: <br>“(1) a robot may not injure a human being or, through inaction, allow a human being to come to harm; <br>(2) a robot must obey the orders given it by human beings except where such orders would conflict with the First Law; <br>(3) a robot must protect its own existence as long as such protection does not conflict with the First or Second Law.” <br>Asimov later added another rule, known as the fourth or zeroth law, that superseded the others. It stated that “a robot may not harm humanity, or, by inaction, allow humanity to come to harm.”"
320,JJPWIiu-BUw,@chriswelch4118,2023-06-05T11:00:36Z,2023-06-05T11:00:36Z,0,&quot;kanye. elon. trump.&quot; Stable geniuses 😂
321,JJPWIiu-BUw,@NeoKailthas,2023-05-21T20:23:56Z,2023-05-21T20:23:56Z,2,Man the pauses are getting annoying. We know they are fake.
322,JJPWIiu-BUw,@macarius8802,2023-05-17T05:14:07Z,2023-05-17T05:14:07Z,44,"Follow your heart: &quot;pursue what you find interesting, fulfilling, and useful to the rest of society&quot;.  Excellent advice from Elon.  We don&#39;t know what the future has in store so do what you love."
323,JJPWIiu-BUw,@TangySpiderLegs,2023-05-26T19:41:53Z,2023-05-26T19:41:53Z,0,"I think it will be easier to sit back and do nothing but if nothing else there will be full time jobs for everyone to get involved in the governance, debate, policy making and ensuring that AI is put to the best use possible."
324,JJPWIiu-BUw,@Jnoel608,2023-05-18T14:19:49Z,2023-05-18T14:19:49Z,1,lol you sure Musk isn’t AI? The way he stares and thinks about his answers.
325,JJPWIiu-BUw,@nonya8562,2023-05-17T09:14:45Z,2023-05-17T09:14:45Z,0,"When asking about what careers a person should look at. Look at everything ai would be most valuable in. Then look at job areas where a ai just can&#39;t be entrusted with that job. Welding for example. You measure, examine, check, double check before using tools to combine two pieces of metal to be one bigger piece. <br>Another example taking care wildlife and children. The value of the connection from another being can&#39;t be mimicked by a machine. When that happens it will be decades if not centuries later. For now just know that certain jobs that requires fast typing, proofreading and other jobs that means responding to people will start to fade out.<br>Already if you can&#39;t get someone when calling customer service you get a machine that gives you options with limited responses. It won&#39;t be long before that changes and you will no longer have a human trying to help customers. If companies are smart they will keep a roster of people for the cases that require a human connection to solve a issue. Machines are not the answer but there are alot of people who may feel differently. <br>I&#39;m really just praying they take the right approach to this."
326,JJPWIiu-BUw,@reaganlopezmusic,2023-05-19T08:42:59Z,2023-05-19T08:42:59Z,0,what a great question..
327,JJPWIiu-BUw,@anna_maya,2023-05-17T17:26:56Z,2023-05-17T17:26:56Z,0,The most articulate man who uses &quot;um&quot; so often in his expression 🤍 you Elon
